Name,Address 1,Address 2,Town/City,County,Postcode,Phone number,CQC Provider ID (for office use only),CQC Location ID (for office use only),Website,Local authority,Region,Report publication date,URL,Also known as,Specialisms/services,Service types,Provider name
B & S Healthcare Limited,Unit 21 Barnack Trading Centre,"Novers Hill, Bedminster",Bristol,,BS3 5QE,1179533455,1-101679191,,http://www.bshealthcareltd.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-101679191,,Personal care,Organisation,
B & S Healthcare Limited - Unit 21 Barnack Trading Centre,Unit 21 Barnack Trading Centre,"Novers Hill, Bedminster",Bristol,,BS3 5QE,1179533455,1-101679191,1-121817641,http://www.bshealthcareltd.co.uk,"Bristol, City of",South West,2018-10-23T23:00:00Z,http://www.cqc.org.uk/location/1-121817641,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Substance misuse problems,Eating disorders,Physical disabilities",Homecare agencies,B & S Healthcare Limited
Jonathan House,19 Bayswater Avenue,Westbury Park,Bristol,,BS6 7NU,1179736361,1-101640268,1-117991823,http://www.freeways.org.uk,"Bristol, City of",South West,2017-08-11T23:00:00Z,http://www.cqc.org.uk/location/1-117991823,,"Learning disabilities,Mental health conditions",Residential homes,Freeways
SR Homecare,"Unit 3, Fedden Builidings","Gainsborough Square, Lockleaze",Bristol,,BS7 9FB,1179515833,1-1285772296,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-1285772296,,Personal care,Partnership,
SR Homecare,"Unit 3, Fedden Builidings","Gainsborough Square, Lockleaze",Bristol,,BS7 9FB,1179515833,1-1285772296,1-1716042132,,"Bristol, City of",South West,2017-11-16T00:00:00Z,http://www.cqc.org.uk/location/1-1716042132,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,SR Homecare
Aurora Hyde Lodge,Westbury Park,,Bristol,Avon,BS6 7JE,2036170170,1-3213452213,1-3548259307,http://www.the-aurora-group.com,"Bristol, City of",South West,2018-03-27T23:00:00Z,http://www.cqc.org.uk/location/1-3548259307,,"Caring for adults under 65 yrs,Learning disabilities,Physical disabilities",Residential homes,Aurora LD Limited
Shaldon House,77 Shaldon Road,,Bristol,Avon,BS7 9NN,1179518884,1-535172763,1-551433529,http://www.shaldoncarehome.co.uk/,"Bristol, City of",South West,2019-02-05T00:00:00Z,http://www.cqc.org.uk/location/1-551433529,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Residential homes,Positive Care Ltd
Primrose Villa,250 Fishponds Poad,Fishponds,Bristol,,BS5 6PX,1179519481,1-118164217,1-133299152,http://www.craegmoor.co.uk,"Bristol, City of",South West,2019-09-17T23:00:00Z,http://www.cqc.org.uk/location/1-133299152,,"Caring for adults under 65 yrs,Learning disabilities,Caring for adults over 65 yrs",Residential homes,Parkcare Homes (No.2) Limited
Glebe Villa,26 Glebe Road,,Bristol,,BS5 8JH,1179541353,1-277912131,1-288678631,http://www.astoncarehomes.co.uk,"Bristol, City of",South West,2018-10-19T23:00:00Z,http://www.cqc.org.uk/location/1-288678631,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Caring for adults over 65 yrs,Physical disabilities",Residential homes,Aston Care Limited
The Priory Hospital Bristol,Heath House Lane,Stapleton,Bristol,,BS16 1EQ,1179525255,1-102643442,1-127132142,http://www.priorygroup.com,"Bristol, City of",South West,2019-03-15T00:00:00Z,http://www.cqc.org.uk/location/1-127132142,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs,Dementia,Mental health conditions,Caring for adults over 65 yrs,Caring for people whose rights are restricted under the Mental Health Act,Substance misuse problems,Eating disorders","Long-term conditions,Hospitals - Mental health/capacity,Rehabilitation (illness/injury)",Priory Healthcare Limited
The Turrets Residential Care Home,7-9 Glebe Road,St George,Bristol,,BS5 8JJ,1179554058,1-101688623,1-242565716,,"Bristol, City of",South West,2017-08-29T23:00:00Z,http://www.cqc.org.uk/location/1-242565716,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Caring for adults over 65 yrs,Physical disabilities",Residential homes,Marsden Healthcare Limited
Guinness Care At Home Bristol,Southlands,Broadfield Road,Bristol,,BS4 2UG,1172444966,1-101657509,1-338325861,,"Bristol, City of",South West,2017-12-09T00:00:00Z,http://www.cqc.org.uk/location/1-338325861,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Guinness Care and Support Limited
The Old Vicarage,250a Fishponds Road,Fishponds,Bristol,,BS5 6PY,1179512525,1-118164217,1-133299137,http://www.craegmoor.co.uk,"Bristol, City of",South West,2019-08-08T23:00:00Z,http://www.cqc.org.uk/location/1-133299137,,Physical disabilities,Residential homes,Parkcare Homes (No.2) Limited
John Cabot House,167 Talbot Road,Brislington,Bristol,Avon,BS4 2NZ,1173009984,1-102643122,1-1440994579,http://www.voyagecare.com,"Bristol, City of",South West,2018-10-03T23:00:00Z,http://www.cqc.org.uk/location/1-1440994579,,"Caring for adults under 65 yrs,Mental health conditions,Caring for adults over 65 yrs,Substance misuse problems,Physical disabilities","Residential homes,Homecare agencies",Voyage 1 Limited
Ashley Down Dental Care,382 Gloucester Road,,Bristol,,BS7 8TR,1179247005,1-153037707,1-188598504,http://www.ashleydowndentalcare.co.uk,"Bristol, City of",South West,2012-12-08T00:00:00Z,http://www.cqc.org.uk/location/1-188598504,,Services for everyone,Dentist,Mr. Frederick Tomas Allahverdin
Mr. Frederick Tomas Allahverdin,382 Gloucester Road,,Bristol,,BS7 8TR,1179247005,1-153037707,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-153037707,Ashley Down Dental Care,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Dr Nicola White,"Beau Monde Dental Care, 35 North View",Westbury Park,Bristol,,BS6 7PY,1173303495,1-5134608639,,http://www.beaumondedental.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-5134608639,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Beau Monde Dental Care,35 North View,Westbury Park,Bristol,Avon,BS6 7PY,1173303495,1-5134608639,1-5320423614,http://www.beaumondedental.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/location/1-5320423614,,Services for everyone,Dentist,Dr Nicola White
Straight And Bright Dental Limited,Whitetree Specialist Centre,"1-3 North View, Westbury Park",Bristol,,BS6 7PT,1179739397,1-152954382,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-152954382,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Straight & Bright Dental - Whitetree,1-3 North View,Westbury Park,Bristol,,BS6 7PT,1179739397,1-152954382,1-179837381,,"Bristol, City of",South West,2014-05-30T23:00:00Z,http://www.cqc.org.uk/location/1-179837381,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs",Dentist,Straight And Bright Dental Limited
The Bristol Endodontic Clinic Limited,9 North View,Westbury Park,Bristol,,BS6 7PT,1179238400,1-153019411,1-197646802,http://www.mydentist.co.uk,"Bristol, City of",South West,2012-03-07T00:00:00Z,http://www.cqc.org.uk/location/1-197646802,,"Caring for children (0 - 18yrs),Sensory impairments,Caring for adults under 65 yrs,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Substance misuse problems,Eating disorders,Physical disabilities",Dentist,The Bristol Endodontic Clinic Limited
Callington Road Hospital,Marmalade Lane,Brislington,Bristol,,BS4 5BJ,1249468000,RVN,RVNEQ,http://www.awp.nhs.uk,"Bristol, City of",South West,2014-03-22T00:00:00Z,http://www.cqc.org.uk/location/RVNEQ,,Mental health conditions,"Community services - Mental Health,Hospitals - Mental health/capacity",Avon and Wiltshire Mental Health Partnership NHS Trust
The Thomas More Project,33 Fallodon Way,Henleaze,Bristol,,BS9 4HX,1179620887,1-101607716,,http://www.thomas-more.org.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-101607716,,Accommodation for persons who require nursing or personal care,Organisation,
The Thomas More Project - 33 Fallodon Way,33 Fallodon Way,Henleaze,Bristol,,BS9 4HX,1179629899,1-101607716,1-112695540,http://www.thomas-more.org.uk,"Bristol, City of",South West,2017-08-01T23:00:00Z,http://www.cqc.org.uk/location/1-112695540,,"Caring for adults under 65 yrs,Learning disabilities,Caring for adults over 65 yrs,Physical disabilities",Residential homes,The Thomas More Project
Options,"Liberty House, 2nd Floor South East Wing",South Liberty Lane,Bristol,Avon,BS3 2ST,7800741555,1-101641098,1-2172179316,,"Bristol, City of",South West,2019-08-13T23:00:00Z,http://www.cqc.org.uk/location/1-2172179316,,"Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Selborne Care Limited
Mendips Residential Care Home Limited,2-3 Shamrock Road,Upper Eastville,Bristol,,BS5 6RL,1179518548,1-285553799,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-285553799,,Accommodation for persons who require nursing or personal care,Organisation,
The Mendips Residential Care Home,2-3 Shamrock Road,Upper Eastville,Bristol,,BS5 6RL,1179518548,1-285553799,1-288147629,,"Bristol, City of",South West,2019-12-05T00:00:00Z,http://www.cqc.org.uk/location/1-288147629,,"Services for everyone,Dementia,Mental health conditions,Caring for adults over 65 yrs,Caring for people whose rights are restricted under the Mental Health Act",Residential homes,Mendips Residential Care Home Limited
Gloucester Road Medical Centre,1a Church Road,Horfield,Bristol,,BS7 8SA,1179497774,1-199759742,,http://www.grmc.nhs.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-199759742,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Gloucester Road Medical Centre,1a Church Road,Horfield,Bristol,,BS7 8SA,1179497774,1-199759742,1-567247798,http://www.grmc.nhs.uk,"Bristol, City of",South West,2018-07-30T23:00:00Z,http://www.cqc.org.uk/location/1-567247798,,Services for everyone,"Doctors/GPs,Doctors/GPs",Gloucester Road Medical Centre
Stokeleigh Lodge Retirement Home Limited,3 Downs Park West,Westbury Park,Bristol,,BS6 7QQ,1179624065,1-139084833,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-139084833,,Accommodation for persons who require nursing or personal care,Organisation,
Stokeleigh Lodge,3 Downs Park West,Westbury Park,Bristol,,BS6 7QQ,1179624065,1-139084833,1-243433983,,"Bristol, City of",South West,2018-02-09T00:00:00Z,http://www.cqc.org.uk/location/1-243433983,,Caring for adults over 65 yrs,Residential homes,Stokeleigh Lodge Retirement Home Limited
Whitehaven Trust Limited,Cedar House,"28 Northumbria Drive, Henleaze",Bristol,,BS9 4HP,1179625405,1-101677476,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-101677476,,Personal care,Organisation,
Cedar House,28 Northumbria Drive,Henleaze,Bristol,,BS9 4HP,1179625405,1-101677476,1-2341206151,,"Bristol, City of",South West,2017-11-30T00:00:00Z,http://www.cqc.org.uk/location/1-2341206151,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Whitehaven Trust Limited
Saville Manor Nursing Home,Saville Road,Stoke Bishop,Bristol,,BS9 1JA,1179687412,1-101642327,1-137414529,http://www.cedarcarehomes.com,"Bristol, City of",South West,2019-02-02T00:00:00Z,http://www.cqc.org.uk/location/1-137414529,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Nursing homes,Cedar Care Homes Limited
Warrington House Limited,2 Warrington Road,,Bristol,Avon,BS4 5AH,1179777181,1-2929301909,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-2929301909,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Warrington House Dental Practice,2 Warrington Road,Brislington,Bristol,Avon,BS4 5AH,1179777181,1-2929301909,1-3051918492,,"Bristol, City of",South West,,http://www.cqc.org.uk/location/1-3051918492,,Services for everyone,Dentist,Warrington House Limited
Warrington House Dental Practice,2 Warrington Road,Brislington,Bristol,Avon,BS4 5AH,1179777181,1-1264909663,1-1387349871,,"Bristol, City of",South West,2016-09-25T23:00:00Z,http://www.cqc.org.uk/location/1-1387349871,,Services for everyone,Dentist,Mr Touraj Razavi
Mr Touraj Razavi,2 Warrington Road,,Bristol,Avon,BS4 5AH,1179777181,1-1264909663,,http://www.whdpbristol.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-1264909663,Warrington House Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Kenneth House,487 Gloucester Road,Horfield,Bristol,,BS7 8UA,1179511082,1-101640268,1-117991908,http://www.freeways.org.uk,"Bristol, City of",South West,2019-12-13T00:00:00Z,http://www.cqc.org.uk/location/1-117991908,,"Sensory impairments,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Residential homes,Freeways
Fallodon Way Medical Centre,13 Fallodon Way,Henleaze,Bristol,,BS9 4HT,1179620652,1-199760125,,http://www.fwmc.org.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-199760125,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Fallodon Way Medical Centre,13 Fallodon Way,Henleaze,Bristol,,BS9 4HT,1179620652,1-199760125,1-547785420,http://www.fwmc.org.uk,"Bristol, City of",South West,2018-08-14T23:00:00Z,http://www.cqc.org.uk/location/1-547785420,,Services for everyone,"Doctors/GPs,Doctors/GPs",Fallodon Way Medical Centre
Park Dental,1 Downend Road,Horfield,Bristol,,BS7 9PU,1173290383,1-379935759,1-424408778,,"Bristol, City of",South West,2020-01-06T00:00:00Z,http://www.cqc.org.uk/location/1-424408778,,Services for everyone,Dentist,Dr David John Wayne
Dr David John Wayne,Park Dental,1 Downend Park,Bristol,Avon,BS7 9PU,1173290383,1-379935759,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-379935759,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Waltham House,Stoke Park Road,Stoke Bishop,Bristol,,BS9 1JF,1179682097,1-101642327,1-126332314,http://www.cedarcarehomes.com,"Bristol, City of",South West,2017-11-08T00:00:00Z,http://www.cqc.org.uk/location/1-126332314,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Nursing homes,Cedar Care Homes Limited
Concord Lodge,Kellaway Avenue,Horfield,Bristol,,BS7 8SU,1173532385,1-101642256,1-134353680,,"Bristol, City of",South West,2019-09-30T23:00:00Z,http://www.cqc.org.uk/location/1-134353680,,Learning disabilities,"Homecare agencies,Rehabilitation (illness/injury)",Bristol City Council
Horfield Lodge,Kellaway Avenue,Horfield,Bristol,,BS7 8SU,1179166630,1-102642904,1-279387067,http://www.mha.org.uk,"Bristol, City of",South West,2017-04-27T23:00:00Z,http://www.cqc.org.uk/location/1-279387067,,"Dementia,Caring for adults over 65 yrs",Nursing homes,Methodist Homes
East Bristol Intermediate Care Centre,17 Summerhill Terrace,St George,Bristol,,BS5 8HX,1173534730,1-101642256,1-134353902,,"Bristol, City of",South West,2017-09-07T23:00:00Z,http://www.cqc.org.uk/location/1-134353902,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Caring for adults over 65 yrs,Physical disabilities","Residential homes,Homecare agencies",Bristol City Council
The Lennard Surgery,1 Lewis Road,Bedminster Down,Bristol,,BS13 7JD,1179642211,1-199759509,,http://www.thelennardsurgery.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-199759509,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
The Lennard Surgery,1 Lewis Road,Bedminster Down,Bristol,,BS13 7JD,1179642211,1-199759509,1-550027778,http://www.thelennardsurgery.co.uk,"Bristol, City of",South West,2017-01-17T00:00:00Z,http://www.cqc.org.uk/location/1-550027778,,Services for everyone,"Doctors/GPs,Doctors/GPs",The Lennard Surgery
Ashbourne House Care Homes Limited,2 Henleaze Road,Henleaze,Bristol,,BS9 4EX,1179628081,1-101615066,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-101615066,,Accommodation for persons who require nursing or personal care,Organisation,
Ashbourne House - Bristol,2 Henleaze Road,Henleaze,Bristol,,BS9 4EX,1179628081,1-101615066,1-114378198,,"Bristol, City of",South West,2017-11-10T00:00:00Z,http://www.cqc.org.uk/location/1-114378198,,Caring for adults over 65 yrs,Residential homes,Ashbourne House Care Homes Limited
